,carat,price,x,y,z
29776,0.26,777,4.1,4.17,2.54
29777,0.35,777,4.54,4.58,2.83
29778,0.42,777,4.85,4.86,3.02
29779,0.41,777,4.78,4.81,2.98
29780,0.44,777,4.97,5.0,2.93
29781,0.37,777,4.65,4.6,2.84
29782,0.31,777,4.38,4.42,2.68
29783,0.31,777,4.34,4.41,2.59
29784,0.31,777,4.36,4.39,2.71
29785,0.31,777,4.43,4.46,2.67
29786,0.3,778,4.35,4.32,2.68
29787,0.3,778,4.41,4.37,2.61
29788,0.3,778,4.38,4.34,2.66
29789,0.38,778,4.72,4.69,2.84
29790,0.42,778,4.84,4.8,2.98
29791,0.32,778,4.39,4.42,2.75
29792,0.32,778,4.38,4.41,2.73
29793,0.31,778,4.44,4.47,2.62
29794,0.33,778,4.47,4.49,2.69
29795,0.41,778,4.91,4.97,2.87
29796,0.31,778,4.37,4.4,2.69
29797,0.31,778,4.37,4.4,2.69
29798,0.31,778,4.37,4.42,2.74
29799,0.31,778,4.36,4.38,2.69
29800,0.43,778,4.85,4.88,3.03
29801,0.38,778,4.69,4.72,2.88
29802,0.35,778,4.51,4.55,2.84
29803,0.38,778,4.72,4.66,2.82
29804,0.39,778,4.74,4.72,2.87
29805,0.3,778,4.3,4.28,2.68
29806,0.44,778,4.85,4.88,3.03
29807,0.31,779,4.39,4.43,2.62
29808,0.32,779,4.39,4.42,2.7
29809,0.32,779,4.41,4.44,2.75
29810,0.32,779,4.45,4.49,2.7
29811,0.3,779,4.3,4.32,2.68
29812,0.3,779,4.31,4.34,2.67
29813,0.3,779,4.28,4.34,2.69
29814,0.32,779,4.42,4.45,2.72
29815,0.31,779,4.32,4.37,2.69
29816,0.32,779,4.44,4.48,2.69
29817,0.32,779,4.39,4.42,2.72
29818,0.31,779,4.35,4.43,2.65
29819,0.31,779,4.3,4.27,2.74
29820,0.37,779,4.63,4.68,2.85
29821,0.41,779,4.73,4.76,2.98
29822,0.36,780,4.48,4.53,2.81
29823,0.43,780,4.83,4.86,3.01
29824,0.34,780,4.49,4.54,2.77
29825,0.32,780,4.42,4.44,2.67
29826,0.35,780,4.54,4.57,2.8
29827,0.35,780,4.55,4.59,2.79
29828,0.3,780,4.22,4.27,2.73
29829,0.28,780,4.34,4.31,2.54
29830,0.28,780,4.23,4.2,2.6
29831,0.33,780,4.44,4.41,2.74
29832,0.33,780,4.45,4.43,2.74
29833,0.33,780,4.42,4.38,2.75
29834,0.33,780,4.49,4.47,2.7
29835,0.33,780,4.5,4.47,2.69
29836,0.33,780,4.44,4.43,2.77
29837,0.33,780,4.46,4.44,2.73
29838,0.33,780,4.49,4.46,2.69
29839,0.33,780,4.43,4.39,2.77
29840,0.33,780,4.44,4.4,2.77
29841,0.33,780,4.44,4.41,2.72
29842,0.33,780,4.44,4.41,2.76
29843,0.33,780,4.45,4.41,2.78
29844,0.33,780,4.46,4.41,2.68
29845,0.32,780,4.46,4.4,2.72
29846,0.32,780,4.6,4.53,2.6
29847,0.36,781,4.63,4.65,2.84
29848,0.32,781,4.43,4.46,2.73
29849,0.32,781,4.42,4.44,2.72
29850,0.33,781,4.44,4.48,2.77
29851,0.33,781,4.43,4.46,2.76
29852,0.33,781,4.45,4.48,2.76
29853,0.33,781,4.46,4.5,2.72
29854,0.33,781,4.43,4.46,2.79
29855,0.33,781,4.43,4.46,2.74
29856,0.33,781,4.41,4.45,2.76
29857,0.33,781,4.49,4.54,2.69
29858,0.33,781,4.47,4.5,2.73
29859,0.33,781,4.46,4.49,2.77
29860,0.33,781,4.45,4.49,2.72
29861,0.33,781,4.43,4.46,2.77
29862,0.33,781,4.39,4.43,2.76
29863,0.33,781,4.4,4.44,2.73
29864,0.33,781,4.41,4.45,2.73
29865,0.33,781,4.41,4.45,2.77
29866,0.33,781,4.48,4.52,2.71
29867,0.33,781,4.46,4.5,2.72
29868,0.33,781,4.4,4.42,2.76
29869,0.33,781,4.42,4.46,2.73
29870,0.33,781,4.42,4.47,2.75
29871,0.33,781,4.38,4.45,2.77
29872,0.33,781,4.46,4.5,2.73
29873,0.33,781,4.5,4.54,2.74
29874,0.33,781,4.42,4.47,2.76
29875,0.33,781,4.43,4.46,2.78
29876,0.33,781,4.42,4.44,2.74
29877,0.33,781,4.41,4.44,2.71
29878,0.33,781,4.43,4.46,2.76
29879,0.36,781,4.54,4.58,2.82
29880,0.4,782,4.64,4.68,2.97
29881,0.35,782,4.53,4.58,2.82
29882,0.36,782,4.6,4.63,2.81
29883,0.47,782,4.98,5.02,3.12
29884,0.47,782,5.01,5.05,3.11
29885,0.3,783,4.32,4.35,2.68
29886,0.36,783,4.59,4.61,2.85
29887,0.25,783,4.08,4.11,2.55
29888,0.43,783,4.84,4.88,3.01
29889,0.32,783,4.38,4.42,2.72
29890,0.4,783,4.68,4.72,2.98
29891,0.39,784,4.67,4.7,2.92
29892,0.37,784,4.55,4.59,2.9
29893,0.34,784,4.47,4.52,2.8
29894,0.42,784,4.8,4.83,3.0
29895,0.34,784,4.49,4.52,2.78
29896,0.47,784,4.98,5.01,3.06
29897,0.47,784,4.96,5.01,3.11
29898,0.4,784,4.71,4.74,2.94
29899,0.41,784,4.7,4.66,3.01
29900,0.41,784,4.74,4.69,2.92
29901,0.41,784,4.73,4.7,2.99
29902,0.41,784,4.7,4.67,2.99
29903,0.41,784,4.73,4.7,2.99
29904,0.41,784,4.74,4.7,3.0
29905,0.41,784,4.8,4.75,2.93
29906,0.41,784,4.82,4.8,2.93
29907,0.41,785,4.77,4.79,2.98
29908,0.44,786,4.94,4.99,2.99
29909,0.3,786,4.32,4.35,2.64
29910,0.36,786,4.61,4.65,2.8
29911,0.31,786,4.34,4.39,2.74
29912,0.31,786,4.36,4.32,2.68
29913,0.31,786,4.33,4.3,2.75
29914,0.32,786,4.4,4.43,2.7
29915,0.4,786,4.66,4.72,2.98
29916,0.32,786,4.39,4.41,2.72
29917,0.32,786,4.41,4.44,2.75
29918,0.32,786,4.36,4.39,2.71
29919,0.32,786,4.36,4.41,2.71
29920,0.32,786,4.39,4.41,2.73
29921,0.4,786,4.65,4.71,2.96
29922,0.4,786,4.68,4.74,2.93
29923,0.28,787,4.27,4.29,2.56
29924,0.39,787,4.66,4.69,2.91
29925,0.28,787,4.2,4.23,2.64
29926,0.28,787,4.18,4.22,2.6
29927,0.28,787,4.19,4.24,2.59
29928,0.28,787,4.22,4.23,2.63
29929,0.28,787,4.21,4.22,2.64
29930,0.28,787,4.26,4.29,2.6
29931,0.28,787,4.28,4.3,2.6
29932,0.28,787,4.24,4.26,2.6
29933,0.39,787,4.66,4.69,2.9
29934,0.38,787,4.66,4.68,2.84
29935,0.34,787,4.45,4.5,2.74
29936,0.47,787,5.04,5.07,3.09
29937,0.28,787,4.18,4.19,2.62
29938,0.28,787,4.22,4.25,2.6
29939,0.28,787,4.18,4.21,2.59
29940,0.41,787,4.8,4.77,2.95
29941,0.41,787,4.84,4.8,2.93
29942,0.46,787,4.88,4.83,3.11
29943,0.3,787,4.32,4.25,2.68
29944,0.37,787,4.56,4.6,2.85
29945,0.33,787,4.38,4.43,2.77
29946,0.33,787,4.43,4.45,2.74
29947,0.3,787,4.23,4.31,2.71
29948,0.39,787,4.64,4.68,2.91
29949,0.39,787,4.61,4.65,2.93
29950,0.39,787,4.65,4.68,2.88
29951,0.39,787,4.68,4.73,2.88
29952,0.39,787,4.63,4.67,2.95
29953,0.39,787,4.62,4.68,2.93
29954,0.39,787,4.67,4.7,2.83
29955,0.39,787,4.65,4.69,2.91
29956,0.39,787,4.66,4.59,2.95
29957,0.41,788,4.8,4.82,2.96
29958,0.42,788,4.78,4.81,2.99
29959,0.41,788,4.78,4.8,2.95
29960,0.39,788,4.68,4.71,2.89
29961,0.41,788,4.8,4.84,2.95
29962,0.35,788,4.56,4.54,2.82
29963,0.35,788,4.53,4.49,2.81
29964,0.35,788,4.57,4.54,2.79
29965,0.35,788,4.5,4.45,2.8
29966,0.35,788,4.52,4.49,2.82
29967,0.35,788,4.53,4.51,2.79
29968,0.35,788,4.57,4.53,2.77
29969,0.35,788,4.58,4.53,2.72
29970,0.35,788,4.57,4.54,2.78
29971,0.35,788,4.59,4.53,2.79
29972,0.35,788,4.56,4.53,2.83
29973,0.35,788,4.57,4.52,2.76
29974,0.35,788,4.56,4.52,2.78
29975,0.35,788,4.57,4.51,2.76
29976,0.35,788,4.56,4.5,2.77
29977,0.35,788,4.52,4.47,2.82
29978,0.35,788,4.52,4.48,2.83
29979,0.35,788,4.52,4.49,2.79
29980,0.3,788,4.25,4.21,2.65
29981,0.35,788,4.57,4.54,2.77
29982,0.35,788,4.49,4.52,2.81
29983,0.39,788,4.63,4.66,2.94
29984,0.31,788,4.4,4.45,2.64
29985,0.31,789,4.36,4.39,2.69
29986,0.31,789,4.4,4.43,2.69
29987,0.31,789,4.34,4.39,2.71
29988,0.31,789,4.39,4.42,2.71
29989,0.31,789,4.38,4.39,2.72
29990,0.31,789,4.37,4.41,2.69
29991,0.31,789,4.39,4.41,2.72
29992,0.31,789,4.36,4.38,2.73
29993,0.31,789,4.38,4.42,2.72
29994,0.31,789,4.37,4.4,2.73
29995,0.31,789,4.33,4.38,2.71
29996,0.31,789,4.38,4.4,2.72
29997,0.31,789,4.37,4.4,2.64
29998,0.31,789,4.38,4.41,2.72
29999,0.31,789,4.38,4.41,2.72
30000,0.31,789,4.34,4.37,2.72
30001,0.31,789,4.35,4.37,2.7
30002,0.31,789,4.34,4.37,2.7
30003,0.31,789,4.38,4.42,2.71
30004,0.31,789,4.33,4.36,2.7
30005,0.31,789,4.35,4.39,2.71
30006,0.31,789,4.34,4.36,2.68
30007,0.31,789,4.38,4.4,2.68
30008,0.31,789,4.36,4.39,2.7
30009,0.31,789,4.37,4.38,2.74
30010,0.31,789,4.36,4.4,2.67
30011,0.31,789,4.36,4.39,2.69
30012,0.31,789,4.36,4.4,2.72
30013,0.38,789,4.66,4.67,2.9
30014,0.43,789,4.86,4.91,3.04
30015,0.43,789,4.79,4.82,3.01
30016,0.31,789,4.37,4.41,2.69
30017,0.31,789,4.39,4.41,2.7
30018,0.31,789,4.39,4.42,2.7
30019,0.31,789,4.32,4.35,2.68
30020,0.31,789,4.38,4.4,2.72
30021,0.31,789,4.32,4.35,2.7
30022,0.31,789,4.36,4.4,2.68
30023,0.31,789,4.38,4.4,2.73
30024,0.31,789,4.38,4.4,2.73
30025,0.36,789,4.55,4.59,2.8
30026,0.3,789,4.28,4.33,2.66
30027,0.3,789,4.32,4.37,2.61
30028,0.3,789,4.37,4.4,2.64
30029,0.3,789,4.29,4.32,2.65
30030,0.3,789,4.25,4.28,2.67
30031,0.36,789,4.55,4.59,2.84
30032,0.3,789,4.35,4.37,2.65
30033,0.3,789,4.31,4.34,2.67
30034,0.3,789,4.27,4.3,2.69
30035,0.3,789,4.25,4.28,2.62
30036,0.36,789,4.56,4.59,2.83
30037,0.3,789,4.22,4.27,2.66
30038,0.3,789,4.31,4.34,2.66
30039,0.3,789,4.29,4.31,2.68
30040,0.3,789,4.26,4.3,2.71
30041,0.3,789,4.28,4.31,2.65
30042,0.3,789,4.31,4.34,2.68
30043,0.3,789,4.3,4.34,2.65
30044,0.3,789,4.28,4.32,2.66
30045,0.3,789,4.26,4.3,2.69
30046,0.3,789,4.27,4.31,2.61
30047,0.36,789,4.51,4.55,2.82
30048,0.3,789,4.33,4.36,2.63
30049,0.3,789,4.34,4.36,2.64
30050,0.36,789,4.53,4.56,2.84
30051,0.36,789,4.62,4.67,2.79
30052,0.3,789,4.3,4.32,2.64
30053,0.3,789,4.31,4.33,2.69
30054,0.26,453,4.1,4.14,2.54
30055,0.26,453,4.12,4.18,2.51
30056,0.26,453,4.03,4.06,2.55
30057,0.26,453,4.09,4.12,2.49
30058,0.31,453,4.36,4.39,2.72
30059,0.31,453,4.38,4.39,2.71
30060,0.26,453,4.06,4.12,2.54
30061,0.33,453,4.46,4.5,2.77
30062,0.28,453,4.21,4.23,2.63
30063,0.26,453,4.2,4.25,2.45
30064,0.31,453,4.43,4.39,2.62
30065,0.31,453,4.47,4.44,2.59
30066,0.3,454,4.28,4.32,2.65
30067,0.3,454,4.33,4.36,2.67
30068,0.3,454,4.28,4.31,2.64
30069,0.25,454,4.01,4.04,2.52
30070,0.25,454,4.0,4.02,2.51
30071,0.34,454,4.49,4.52,2.81
30072,0.34,454,4.49,4.52,2.76
30073,0.34,454,4.5,4.52,2.77
30074,0.32,454,4.39,4.42,2.72
30075,0.37,454,4.65,4.68,2.83
30076,0.37,454,4.6,4.63,2.82
30077,0.35,454,4.45,4.49,2.86
30078,0.25,455,4.06,4.09,2.51
30079,0.28,455,4.22,4.27,2.6
30080,0.26,456,4.09,4.12,2.55
30081,0.26,456,4.1,4.12,2.56
30082,0.33,456,4.45,4.47,2.76
30083,0.26,456,4.1,4.14,2.56
30084,0.36,789,4.51,4.54,2.84
30085,0.3,789,4.27,4.3,2.66
30086,0.36,789,4.52,4.56,2.84
30087,0.36,789,4.57,4.62,2.79
30088,0.36,789,4.6,4.64,2.81
30089,0.3,789,4.3,4.32,2.66
30090,0.3,789,4.27,4.29,2.68
30091,0.36,789,4.58,4.64,2.78
30092,0.3,789,4.23,4.27,2.7
30093,0.3,789,4.24,4.27,2.7
30094,0.3,789,4.3,4.34,2.61
30095,0.36,789,4.54,4.59,2.8
30096,0.36,789,4.56,4.61,2.74
30097,0.3,789,4.27,4.29,2.67
30098,0.36,789,4.54,4.58,2.83
30099,0.3,789,4.23,4.25,2.68
30100,0.3,789,4.28,4.31,2.64
30101,0.3,789,4.28,4.31,2.71
30102,0.36,789,4.57,4.63,2.84
30103,0.3,789,4.32,4.34,2.66
30104,0.3,789,4.33,4.35,2.68
30105,0.36,789,4.6,4.68,2.75
30106,0.3,789,4.31,4.32,2.7
30107,0.36,789,4.56,4.59,2.76
30108,0.3,789,4.26,4.29,2.69
30109,0.36,789,4.6,4.63,2.82
30110,0.3,789,4.31,4.33,2.67
30111,0.3,789,4.28,4.31,2.66
30112,0.36,789,4.52,4.57,2.81
30113,0.3,789,4.27,4.31,2.72
30114,0.3,789,4.29,4.31,2.67
30115,0.3,789,4.25,4.28,2.62
30116,0.3,789,4.3,4.31,2.66
30117,0.3,789,4.27,4.31,2.67
30118,0.3,789,4.33,4.35,2.63
30119,0.3,789,4.27,4.3,2.66
30120,0.36,789,4.56,4.59,2.83
30121,0.3,789,4.27,4.32,2.66
30122,0.36,789,4.55,4.56,2.82
30123,0.36,789,4.6,4.62,2.82
30124,0.3,789,4.26,4.29,2.64
30125,0.3,789,4.28,4.31,2.66
30126,0.31,789,4.31,4.33,2.67
30127,0.31,789,4.3,4.34,2.68
30128,0.36,789,4.59,4.63,2.82
30129,0.3,789,4.33,4.37,2.64
30130,0.36,789,4.49,4.56,2.84
30131,0.3,789,4.25,4.28,2.69
30132,0.3,789,4.32,4.34,2.66
30133,0.36,789,4.54,4.56,2.82
30134,0.3,789,4.26,4.3,2.64
30135,0.3,789,4.32,4.34,2.67
30136,0.3,790,4.33,4.36,2.65
30137,0.39,790,4.71,4.77,2.86
30138,0.35,790,4.59,4.62,2.75
30139,0.32,790,4.42,4.45,2.73
30140,0.32,790,4.41,4.43,2.74
30141,0.4,790,4.72,4.76,2.91
30142,0.4,790,4.7,4.73,2.97
30143,0.3,790,4.25,4.28,2.66
30144,0.4,790,4.71,4.72,2.95
30145,0.35,790,4.51,4.55,2.83
30146,0.34,790,4.51,4.54,2.77
30147,0.34,790,4.5,4.52,2.78
30148,0.32,790,4.41,4.43,2.75
30149,0.45,790,4.96,4.99,3.05
30150,0.43,790,4.84,4.87,2.98
30151,0.3,790,4.36,4.41,2.57
30152,0.39,790,4.64,4.59,2.93
30153,0.39,790,4.7,4.62,2.94
30154,0.39,790,4.71,4.66,2.86
30155,0.39,790,4.71,4.67,2.89
30156,0.3,790,4.32,4.3,2.69
30157,0.3,790,4.31,4.29,2.68
30158,0.32,790,4.39,4.42,2.72
30159,0.32,790,4.37,4.41,2.73
30160,0.42,790,4.84,4.88,2.92
30161,0.32,791,4.41,4.44,2.66
30162,0.42,791,4.82,4.88,2.93
30163,0.4,791,4.66,4.71,2.99
30164,0.4,791,4.68,4.72,2.84
30165,0.4,791,4.7,4.73,2.97
30166,0.4,791,4.75,4.83,2.91
30167,0.31,791,4.37,4.4,2.7
30168,0.31,791,4.37,4.39,2.69
30169,0.31,791,4.33,4.35,2.71
30170,0.31,791,4.35,4.39,2.68
30171,0.31,791,4.36,4.41,2.72
30172,0.31,791,4.38,4.4,2.72
30173,0.38,791,4.68,4.71,2.89
30174,0.37,791,4.6,4.56,2.86
30175,0.37,791,4.66,4.62,2.8
30176,0.37,791,4.57,4.52,2.84
30177,0.37,791,4.67,4.62,2.86
30178,0.37,791,4.61,4.57,2.86
30179,0.37,791,4.62,4.59,2.83
30180,0.37,791,4.63,4.6,2.88
30181,0.41,791,4.74,4.78,2.98
30182,0.41,791,4.73,4.78,2.98
30183,0.41,791,4.74,4.76,2.95
30184,0.41,791,4.77,4.79,2.98
30185,0.41,791,4.82,4.86,2.92
30186,0.41,791,4.78,4.79,2.95
30187,0.41,791,4.7,4.71,2.97
30188,0.41,791,4.78,4.8,2.95
30189,0.41,791,4.77,4.8,2.94
30190,0.41,791,4.76,4.78,2.91
30191,0.41,791,4.7,4.76,2.94
30192,0.41,791,4.7,4.75,2.97
30193,0.41,791,4.78,4.8,2.92
30194,0.41,791,4.76,4.78,2.93
30195,0.41,791,4.8,4.84,2.93
30196,0.41,791,4.82,4.85,2.88
30197,0.41,791,4.77,4.81,2.9
30198,0.32,792,4.43,4.45,2.71
30199,0.35,792,4.49,4.53,2.88
30200,0.4,792,4.72,4.75,2.96
30201,0.4,792,4.73,4.77,2.96
30202,0.4,792,4.74,4.75,2.96
30203,0.33,792,4.45,4.47,2.75
30204,0.4,792,4.75,4.79,2.92
30205,0.33,792,4.46,4.41,2.77
30206,0.41,792,4.74,4.75,2.97
30207,0.43,792,4.84,4.87,3.0
30208,0.43,792,4.85,4.9,3.0
30209,0.43,792,4.89,4.94,2.96
30210,0.43,792,4.86,4.9,3.01
30211,0.43,792,4.8,4.85,2.97
30212,0.43,792,4.81,4.84,3.01
30213,0.43,792,4.84,4.88,2.94
30214,0.43,792,4.79,4.84,3.03
30215,0.43,792,4.77,4.81,3.0
30216,0.43,792,4.79,4.82,3.0
30217,0.43,792,4.83,4.86,2.97
30218,0.43,792,4.77,4.8,3.01
30219,0.43,792,4.8,4.95,3.02
30220,0.43,792,4.82,4.85,3.02
30221,0.43,792,4.8,4.83,3.03
30222,0.43,792,4.83,4.87,2.99
30223,0.43,792,4.78,4.82,2.99
30224,0.43,792,4.79,4.83,3.0
30225,0.39,793,4.72,4.77,2.89
30226,0.32,793,4.42,4.38,2.72
30227,0.36,793,4.52,4.55,2.85
30228,0.4,793,4.72,4.74,2.92
30229,0.4,793,4.7,4.74,2.96
30230,0.39,794,4.64,4.68,2.92
30231,0.39,794,4.68,4.7,2.91
30232,0.38,794,4.67,4.72,2.89
30233,0.36,794,4.58,4.62,2.83
30234,0.36,794,4.59,4.61,2.84
30235,0.36,794,4.59,4.62,2.84
30236,0.36,794,4.57,4.6,2.82
30237,0.36,794,4.6,4.63,2.85
30238,0.38,794,4.66,4.71,2.88
30239,0.3,794,4.29,4.32,2.69
30240,0.36,794,4.63,4.58,2.79
30241,0.36,794,4.56,4.52,2.87
30242,0.36,794,4.54,4.51,2.84
30243,0.45,794,4.79,4.63,3.16
30244,0.45,794,5.08,4.98,2.91
30245,0.37,794,4.66,4.69,2.83
30246,0.33,795,4.47,4.5,2.74
30247,0.33,795,4.4,4.44,2.71
30248,0.33,795,4.44,4.48,2.76
30249,0.44,795,4.85,4.88,3.04
30250,0.34,795,4.46,4.51,2.74
30251,0.33,795,4.45,4.48,2.75
30252,0.35,795,4.5,4.53,2.78
30253,0.35,795,4.55,4.59,2.83
30254,0.3,795,4.34,4.36,2.69
30255,0.3,795,4.32,4.34,2.66
30256,0.3,795,4.32,4.35,2.68
30257,0.3,795,4.32,4.36,2.68
30258,0.43,795,4.85,4.89,3.01
30259,0.43,795,4.84,4.87,3.01
30260,0.41,795,4.8,4.78,2.87
30261,0.4,795,4.69,4.71,2.93
30262,0.32,796,4.38,4.41,2.73
30263,0.32,796,4.4,4.44,2.71
30264,0.32,796,4.46,4.48,2.73
30265,0.38,796,4.64,4.69,2.89
30266,0.39,796,4.68,4.74,2.89
30267,0.32,796,4.4,4.43,2.72
30268,0.27,796,4.16,4.19,2.58
30269,0.3,796,4.35,4.39,2.57
30270,0.3,796,4.38,4.35,2.65
30271,0.43,796,4.79,4.82,3.0
30272,0.41,797,4.7,4.67,2.96
30273,0.33,797,4.52,4.5,2.72
30274,0.33,797,4.51,4.42,2.75
30275,0.32,798,4.44,4.49,2.68
30276,0.4,798,4.68,4.73,2.98
30277,0.42,798,4.78,4.88,2.99
30278,0.31,798,4.39,4.43,2.67
30279,0.37,798,4.65,4.68,2.84
30280,0.4,798,4.88,4.9,2.79
30281,0.4,798,4.72,4.7,2.97
30282,0.4,798,4.82,4.78,2.82
30283,0.4,798,4.7,4.68,3.01
30284,0.4,798,4.71,4.68,2.98
30285,0.4,798,4.71,4.65,2.99
30286,0.4,798,4.77,4.72,2.91
30287,0.4,798,4.75,4.72,2.99
30288,0.4,798,4.73,4.7,3.01
30289,0.4,798,4.69,4.64,2.94
30290,0.4,798,4.71,4.68,3.0
30291,0.4,798,4.67,4.65,2.94
30292,0.4,798,4.7,4.67,2.97
30293,0.35,798,4.54,4.58,2.78
30294,0.35,798,4.57,4.61,2.75
30295,0.35,798,4.53,4.54,2.79
30296,0.35,798,4.47,4.53,2.81
30297,0.35,798,4.47,4.51,2.79
30298,0.42,798,4.79,4.83,2.98
30299,0.35,798,4.51,4.55,2.82
30300,0.35,798,4.45,4.47,2.79
30301,0.35,798,4.51,4.57,2.75
30302,0.35,798,4.51,4.54,2.77
30303,0.35,798,4.44,4.48,2.8
30304,0.35,798,4.49,4.54,2.81
30305,0.35,798,4.5,4.55,2.77
30306,0.35,798,4.53,4.55,2.8
30307,0.35,798,4.46,4.52,2.79
30308,0.39,798,4.63,4.69,2.92
30309,0.42,799,4.85,4.82,3.0
30310,0.27,799,4.27,4.24,2.51
30311,0.27,799,4.17,4.12,2.58
30312,0.27,799,4.15,4.13,2.57
30313,0.27,799,4.2,4.18,2.54
30314,0.27,799,4.16,4.12,2.56
30315,0.27,799,4.14,4.12,2.6
30316,0.27,799,4.14,4.12,2.56
30317,0.27,799,4.13,4.1,2.57
30318,0.27,799,4.17,4.15,2.59
30319,0.27,799,4.15,4.13,2.59
30320,0.27,799,4.18,4.15,2.58
30321,0.27,799,4.12,4.08,2.55
30322,0.27,799,4.15,4.13,2.58
30323,0.27,799,4.15,4.12,2.57
30324,0.3,799,4.26,4.2,2.73
30325,0.3,799,4.39,4.31,2.6
30326,0.3,799,4.3,4.32,2.69
30327,0.41,800,4.76,4.81,2.94
30328,0.32,800,4.37,4.39,2.72
30329,0.32,800,4.42,4.44,2.71
30330,0.32,800,4.44,4.46,2.71
30331,0.32,800,4.43,4.46,2.72
30332,0.38,800,4.64,4.66,2.9
30333,0.4,800,4.71,4.74,2.91
30334,0.36,800,4.58,4.61,2.84
30335,0.31,800,4.35,4.38,2.7
30336,0.31,800,4.36,4.39,2.7
30337,0.31,800,4.4,4.43,2.7
30338,0.43,800,4.92,4.9,3.0
30339,0.38,800,4.63,4.66,2.88
30340,0.38,800,4.67,4.72,2.86
30341,0.38,800,4.67,4.72,2.84
30342,0.38,800,4.64,4.58,2.88
30343,0.38,800,4.61,4.66,2.87
30344,0.38,800,4.61,4.67,2.88
30345,0.38,800,4.58,4.62,2.89
30346,0.4,800,4.73,4.76,2.92
30347,0.38,800,4.6,4.63,2.87
30348,0.33,801,4.44,4.46,2.74
30349,0.33,801,4.45,4.47,2.73
30350,0.41,801,4.73,4.75,2.96
30351,0.41,801,4.77,4.82,2.91
30352,0.36,801,4.56,4.6,2.82
30353,0.36,801,4.59,4.6,2.83
30354,0.32,801,4.45,4.48,2.65
30355,0.32,801,4.48,4.54,2.65
30356,0.31,801,4.45,4.49,2.67
30357,0.31,801,4.37,4.42,2.72
30358,0.31,801,4.35,4.39,2.71
30359,0.31,801,4.35,4.37,2.72
30360,0.33,802,4.46,4.5,2.75
30361,0.33,802,4.46,4.49,2.73
30362,0.3,802,4.39,4.47,2.63
30363,0.33,802,4.45,4.48,2.76
30364,0.33,802,4.5,4.51,2.72
30365,0.32,802,4.4,4.43,2.74
30366,0.3,802,4.33,4.37,2.69
30367,0.3,802,4.3,4.34,2.68
30368,0.3,802,4.31,4.35,2.7
30369,0.3,802,4.33,4.36,2.66
30370,0.3,802,4.31,4.35,2.69
30371,0.3,802,4.29,4.33,2.67
30372,0.3,802,4.34,4.37,2.64
30373,0.34,802,4.49,4.52,2.79
30374,0.39,802,4.72,4.76,2.93
30375,0.31,802,4.37,4.35,2.67
30376,0.31,802,4.36,4.34,2.7
30377,0.31,802,4.42,4.39,2.63
30378,0.31,802,4.47,4.44,2.63
30379,0.31,802,4.38,4.36,2.68
30380,0.31,802,4.39,4.37,2.68
30381,0.31,802,4.37,4.35,2.68
30382,0.31,802,4.38,4.35,2.68
30383,0.31,802,4.37,4.36,2.72
30384,0.26,456,4.12,4.16,2.54
30385,0.32,456,4.42,4.45,2.72
30386,0.33,456,4.46,4.5,2.78
30387,0.3,456,4.24,4.29,2.71
30388,0.25,457,4.07,4.11,2.43
30389,0.34,457,4.47,4.51,2.76
30390,0.3,457,4.25,4.28,2.67
30391,0.3,457,4.3,4.33,2.68
30392,0.3,457,4.27,4.31,2.66
30393,0.3,457,4.3,4.34,2.69
30394,0.3,457,4.3,4.34,2.7
30395,0.3,457,4.26,4.29,2.65
30396,0.31,457,4.34,4.36,2.67
30397,0.31,457,4.28,4.3,2.74
30398,0.31,457,4.43,4.46,2.62
30399,0.23,458,3.92,3.99,2.43
30400,0.23,458,3.94,3.95,2.46
30401,0.23,458,3.97,4.04,2.39
30402,0.28,458,4.23,4.26,2.57
30403,0.23,458,4.03,4.1,2.36
30404,0.23,458,3.95,3.97,2.4
30405,0.28,458,4.15,4.18,2.63
30406,0.31,459,4.44,4.5,2.63
30407,0.27,459,4.17,4.2,2.6
30408,0.36,459,4.6,4.63,2.84
30409,0.27,459,4.19,4.21,2.58
30410,0.25,459,4.08,4.1,2.51
30411,0.25,459,4.04,4.08,2.51
30412,0.32,459,4.4,4.43,2.72
30413,0.34,459,4.54,4.56,2.75
30414,0.31,802,4.36,4.35,2.71
30415,0.31,802,4.37,4.34,2.72
30416,0.31,802,4.38,4.34,2.64
30417,0.31,802,4.38,4.34,2.67
30418,0.31,802,4.38,4.34,2.72
30419,0.31,802,4.36,4.33,2.69
30420,0.31,802,4.36,4.34,2.69
30421,0.31,802,4.37,4.33,2.66
30422,0.31,802,4.37,4.32,2.72
30423,0.31,802,4.37,4.32,2.67
30424,0.31,802,4.36,4.32,2.71
30425,0.31,802,4.36,4.32,2.71
30426,0.31,802,4.36,4.32,2.7
30427,0.31,802,4.35,4.32,2.66
30428,0.31,802,4.36,4.31,2.7
30429,0.31,802,4.35,4.31,2.7
30430,0.31,802,4.32,4.28,2.74
30431,0.31,802,4.33,4.28,2.74
30432,0.31,802,4.32,4.29,2.73
30433,0.31,802,4.33,4.29,2.7
30434,0.31,802,4.33,4.3,2.71
30435,0.31,802,4.33,4.3,2.67
30436,0.31,802,4.31,4.28,2.68
30437,0.31,802,4.31,4.28,2.69
30438,0.31,802,4.47,4.4,2.64
30439,0.31,802,4.43,4.39,2.71
30440,0.31,802,4.43,4.39,2.69
30441,0.31,802,4.39,4.37,2.68
